metric,mean,median,p5,p95
CAGR,0.10908325855866734,0.10813128574203046,0.017069070949974632,0.2047092750658066
Max Drawdown,-0.3025204908628591,-0.2883503723526128,-0.4652576411139225,-0.18828132839602163
Drawdown Duration (Days),764.4521,652.0,281.0,1671.0499999999993
Sharpe Ratio,0.5444285094331298,0.5453263708871076,0.01975513926846636,1.0698976566841565
Sortino Ratio,0.6504027937433626,0.642181847130572,0.022446684989562798,1.3092653637975802
Ulcer Index,12.39585967669347,11.038768039294546,6.371595096631765,23.134689250222674
Ruined,0.0,0.0,0.0,0.0
Probability Of Ruin,0.0,0.0,0.0,0.0
