portfolio composition,portfolio_name,CAGR__mean,CAGR__median,CAGR__p5,CAGR__p95,Max_Drawdown__mean,Max_Drawdown__median,Max_Drawdown__p5,Max_Drawdown__p95,Drawdown_Duration_(Days)__mean,Drawdown_Duration_(Days)__median,Drawdown_Duration_(Days)__p5,Drawdown_Duration_(Days)__p95,Sharpe_Ratio__mean,Sharpe_Ratio__median,Sharpe_Ratio__p5,Sharpe_Ratio__p95,Sortino_Ratio__mean,Sortino_Ratio__median,Sortino_Ratio__p5,Sortino_Ratio__p95,Ulcer_Index__mean,Ulcer_Index__median,Ulcer_Index__p5,Ulcer_Index__p95,Ruined__mean,Ruined__median,Ruined__p5,Ruined__p95,Probability_Of_Ruin__mean,Probability_Of_Ruin__median,Probability_Of_Ruin__p5,Probability_Of_Ruin__p95
DBC w=0.07 lev=2.00 | GLD w=0.07 lev=2.00 | IEF w=0.15 lev=2.00 | VGLT w=0.40 lev=2.00 | VTI w=0.30 lev=2.00,ALL_WEATHER_x2,0.07,0.07,-0.01,0.16,-0.33,-0.31,-0.5,-0.2,965.77,837.0,354.95,2038.0,0.39,0.4,-0.09,0.88,0.52,0.52,-0.11,1.18,14.91,13.34,7.52,27.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
