portfolio composition,portfolio_name,CAGR__mean,CAGR__median,CAGR__p5,CAGR__p95,Volatility__mean,Volatility__median,Volatility__p5,Volatility__p95,Max_Drawdown__mean,Max_Drawdown__median,Max_Drawdown__p5,Max_Drawdown__p95,Drawdown_Duration_(Days)__mean,Drawdown_Duration_(Days)__median,Drawdown_Duration_(Days)__p5,Drawdown_Duration_(Days)__p95,Sharpe_Ratio__mean,Sharpe_Ratio__median,Sharpe_Ratio__p5,Sharpe_Ratio__p95,Sortino_Ratio__mean,Sortino_Ratio__median,Sortino_Ratio__p5,Sortino_Ratio__p95,Ulcer_Index__mean,Ulcer_Index__median,Ulcer_Index__p5,Ulcer_Index__p95,Ruined__mean,Ruined__median,Ruined__p5,Ruined__p95,Probability_Of_Ruin__mean,Probability_Of_Ruin__median,Probability_Of_Ruin__p5,Probability_Of_Ruin__p95
VTI w=1.00 lev=1.50,EQUITY_WORLD_100_VTI_x1_5,0.17,0.17,0.02,0.33,0.25,0.25,0.23,0.27,-0.42,-0.41,-0.61,-0.27,766.48,654.0,287.0,1667.0,0.68,0.68,0.17,1.21,0.86,0.85,0.2,1.59,17.92,16.32,9.6,32.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
