metric,mean,median,p5,p95
CAGR,0.181913694349054,0.16989647966037413,-0.10000850811055467,0.5044800327871194
Max Drawdown,-0.7254701050173495,-0.726666228812334,-0.9227918560648478,-0.5250857097422128
Drawdown Duration (Days),1124.1266,987.5,395.0,2331.0
Sharpe Ratio,0.5132670690588835,0.5145437560202107,-0.011682545069992374,1.03749621519721
Sortino Ratio,0.6145417217841143,0.6072124217825434,-0.013232451199452388,1.2730760073243053
Ulcer Index,39.03396550251102,36.53536023063547,21.09378302110953,66.08560409383719
Ruined,0.0263,0.0,0.0,0.0
Probability Of Ruin,0.0263,0.0263,0.0263,0.0263
