portfolio composition,portfolio_name,CAGR__mean,CAGR__median,CAGR__p5,CAGR__p95,Volatility__mean,Volatility__median,Volatility__p5,Volatility__p95,Max_Drawdown__mean,Max_Drawdown__median,Max_Drawdown__p5,Max_Drawdown__p95,Drawdown_Duration_(Days)__mean,Drawdown_Duration_(Days)__median,Drawdown_Duration_(Days)__p5,Drawdown_Duration_(Days)__p95,Sharpe_Ratio__mean,Sharpe_Ratio__median,Sharpe_Ratio__p5,Sharpe_Ratio__p95,Sortino_Ratio__mean,Sortino_Ratio__median,Sortino_Ratio__p5,Sortino_Ratio__p95,Ulcer_Index__mean,Ulcer_Index__median,Ulcer_Index__p5,Ulcer_Index__p95,Ruined__mean,Ruined__median,Ruined__p5,Ruined__p95,Probability_Of_Ruin__mean,Probability_Of_Ruin__median,Probability_Of_Ruin__p5,Probability_Of_Ruin__p95
GOVT w=0.40 lev=1.00 | VTI w=0.60 lev=1.00,CLASSIC_60_40,0.08,0.08,0.03,0.14,0.1,0.1,0.09,0.11,-0.18,-0.17,-0.27,-0.11,625.53,543.5,256.95,1287.09,0.68,0.68,0.2,1.16,0.86,0.85,0.24,1.52,6.86,6.27,3.87,11.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
