portfolio composition,portfolio_name,CAGR__mean,CAGR__median,CAGR__p5,CAGR__p95,Max_Drawdown__mean,Max_Drawdown__median,Max_Drawdown__p5,Max_Drawdown__p95,Drawdown_Duration_(Days)__mean,Drawdown_Duration_(Days)__median,Drawdown_Duration_(Days)__p5,Drawdown_Duration_(Days)__p95,Sharpe_Ratio__mean,Sharpe_Ratio__median,Sharpe_Ratio__p5,Sharpe_Ratio__p95,Sortino_Ratio__mean,Sortino_Ratio__median,Sortino_Ratio__p5,Sortino_Ratio__p95,Ulcer_Index__mean,Ulcer_Index__median,Ulcer_Index__p5,Ulcer_Index__p95,Ruined__mean,Ruined__median,Ruined__p5,Ruined__p95,Probability_Of_Ruin__mean,Probability_Of_Ruin__median,Probability_Of_Ruin__p5,Probability_Of_Ruin__p95
IGLA.L w=0.400000 lev=1.000000 | VWCE.MI w=0.600000 lev=2.000000,CLASSIC_60_40_VWCE_x2_IGLA_spot,0.0903563076361071,0.0866251342547033,-0.0175648719383399,0.2075792610605904,-0.3971600715011825,-0.3826890134581904,-0.5851993011238029,-0.2584692455626477,1008.5836,875.0,377.0,2103.0499999999997,0.3781590248577419,0.3754273601059497,-0.1261973375694704,0.8760909119588614,0.4536076180809464,0.4433578146880692,-0.1432410595224011,1.0703473965377668,18.822706097013324,17.036725998871617,9.891307169423865,34.06170363777687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
