metric,mean,median,p5,p95
CAGR,0.06741117072501009,0.0640475261809269,-0.04229599715563049,0.18614479991811392
Max Drawdown,-0.44155895519359184,-0.427067479408581,-0.6498500261323984,-0.2820944374820122
Drawdown Duration (Days),1156.1062,1028.0,426.95000000000005,2312.0
Sharpe Ratio,0.2724433216201446,0.2710323833838525,-0.23382072347966765,0.7728026695469109
Sortino Ratio,0.3322869307918328,0.3243466513896264,-0.2708039327656288,0.9534193872141373
Ulcer Index,21.960312240525617,19.86927318765511,11.080861792122667,40.216555032689264
Ruined,0.0,0.0,0.0,0.0
Probability Of Ruin,0.0,0.0,0.0,0.0
