portfolio composition,portfolio_name,CAGR__mean,CAGR__median,CAGR__p5,CAGR__p95,Max_Drawdown__mean,Max_Drawdown__median,Max_Drawdown__p5,Max_Drawdown__p95,Drawdown_Duration_(Days)__mean,Drawdown_Duration_(Days)__median,Drawdown_Duration_(Days)__p5,Drawdown_Duration_(Days)__p95,Sharpe_Ratio__mean,Sharpe_Ratio__median,Sharpe_Ratio__p5,Sharpe_Ratio__p95,Sortino_Ratio__mean,Sortino_Ratio__median,Sortino_Ratio__p5,Sortino_Ratio__p95,Ulcer_Index__mean,Ulcer_Index__median,Ulcer_Index__p5,Ulcer_Index__p95,Ruined__mean,Ruined__median,Ruined__p5,Ruined__p95,Probability_Of_Ruin__mean,Probability_Of_Ruin__median,Probability_Of_Ruin__p5,Probability_Of_Ruin__p95
VWCE.MI w=1.000000 lev=1.500000,EQUITY_WORLD_100_VWCE_x1_5,0.1295557570790739,0.1269209304428395,-0.0093971151655613,0.2776743219090209,-0.4449725068773196,-0.4301738737165831,-0.656239158318758,-0.2861166229674417,910.4498,775.0,326.95000000000005,1997.0499999999995,0.5005767936471599,0.5017404590110472,-0.0243059655231465,1.024866860757592,0.5988534457353897,0.5908352737042086,-0.0277992268177127,1.255237735891621,20.08246651250597,18.04929726491487,10.202833725002868,37.51416865147212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
