portfolio composition,portfolio_name,CAGR__mean,CAGR__median,CAGR__p5,CAGR__p95,Max_Drawdown__mean,Max_Drawdown__median,Max_Drawdown__p5,Max_Drawdown__p95,Drawdown_Duration_(Days)__mean,Drawdown_Duration_(Days)__median,Drawdown_Duration_(Days)__p5,Drawdown_Duration_(Days)__p95,Sharpe_Ratio__mean,Sharpe_Ratio__median,Sharpe_Ratio__p5,Sharpe_Ratio__p95,Sortino_Ratio__mean,Sortino_Ratio__median,Sortino_Ratio__p5,Sortino_Ratio__p95,Ulcer_Index__mean,Ulcer_Index__median,Ulcer_Index__p5,Ulcer_Index__p95,Ruined__mean,Ruined__median,Ruined__p5,Ruined__p95,Probability_Of_Ruin__mean,Probability_Of_Ruin__median,Probability_Of_Ruin__p5,Probability_Of_Ruin__p95
GOVT w=0.40 lev=1.00 | VTI w=0.60 lev=2.00,CLASSIC_60_40_VTI_x2_GOVT_spot,0.14,0.13,0.02,0.26,-0.35,-0.34,-0.51,-0.24,785.05,680.0,315.0,1630.0,0.63,0.63,0.14,1.11,0.79,0.78,0.16,1.44,15.64,14.4,8.86,26.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
