metric,mean,median,p5,p95
CAGR,0.12792826600745014,0.12744172889192928,0.0859653261596607,0.17034838813473113
Max Drawdown,-0.09902677054485824,-0.09530580109897102,-0.14548937182408897,-0.06667555166018446
Drawdown Duration (Days),289.3464,259.0,140.0,537.0
Sharpe Ratio,0.9847885950829659,0.9831277846922871,0.48779113041498634,1.4786575504554755
Sortino Ratio,1.3282042730316006,1.3210219173938453,0.6439642339667794,2.0186842682956656
Ulcer Index,2.894352514296004,2.7447772756049424,1.894970401372552,4.4294332008172494
Ruined,0.0,0.0,0.0,0.0
Probability Of Ruin,0.0,0.0,0.0,0.0
