metric,mean,median,p5,p95
CAGR,0.06468133836079007,0.06315638158542858,-0.023104739760564923,0.15719508288318354
Max Drawdown,-0.35624403123351067,-0.3417404642658457,-0.5436050639155487,-0.21956641758290715
Drawdown Duration (Days),1037.3877,906.0,378.0,2149.0
Sharpe Ratio,0.16220351571272176,0.16160599719417204,-0.3363581418187787,0.6600271350194374
Sortino Ratio,0.22919206386984184,0.2240204218387751,-0.4586380590697501,0.9339536097897827
Ulcer Index,16.423939653864053,14.64335051092484,8.109973302228758,31.14265158855018
Ruined,0.0,0.0,0.0,0.0
Probability Of Ruin,0.0,0.0,0.0,0.0
